pid,center_gps,coordinate,photo_counts,matched_aoi,matched_aid
158,"[34.99610803, 135.7844669]","[[34.996394, 135.785007], [34.996394, 135.784406], [34.995972, 135.785007], [34.995972, 135.784406]]",49,"['Kiyomizu-dera, 清水寺']",[68]
159,"[35.00380965, 135.76942852]","[[35.0045, 135.769901], [35.0045, 135.7685], [35.003091, 135.769901], [35.003091, 135.7685]]",261,"['Kawaramachi Street, 河原町']",[88]
160,"[35.00498511, 135.76113328]","[[35.005534, 135.761522], [35.005534, 135.760631], [35.004917, 135.761522], [35.004917, 135.760631]]",11,"['Kawaramachi Street, 河原町']",[88]
161,"[35.00568672, 135.78477148]","[[35.005983, 135.785119], [35.005983, 135.784513], [35.004901, 135.785119], [35.004901, 135.784513]]",20,"['Chion-in, 知恩院']",[62]
162,"[35.00974283, 135.78535185]","[[35.010314, 135.785865], [35.010314, 135.784833], [35.0095, 135.785865], [35.0095, 135.784833]]",8,[],[]
163,"[35.00931102, 135.78424791]","[[35.009486, 135.78475], [35.009486, 135.783886], [35.008916, 135.78475], [35.008916, 135.783886]]",9,[],[]
164,"[35.00846751, 135.78405924]","[[35.008697, 135.784486], [35.008697, 135.78372], [35.00838, 135.784486], [35.00838, 135.78372]]",36,[],[]
165,"[35.00771789, 135.78521012]","[[35.008377, 135.78578], [35.008377, 135.784577], [35.00765, 135.78578], [35.00765, 135.784577]]",19,[],[]
166,"[35.00628188, 135.7838426]","[[35.006426, 135.784208], [35.006426, 135.783315], [35.006027, 135.784208], [35.006027, 135.783315]]",58,"['Chion-in, 知恩院']",[62]
167,"[35.00324292, 135.78194023]","[[35.003894, 135.782636], [35.003894, 135.781458], [35.003083, 135.782636], [35.003083, 135.781458]]",44,"['Maruyama Park, 円山公園']",[63]
168,"[35.00467434, 135.78262674]","[[35.005643, 135.783208], [35.005643, 135.78203], [35.003987, 135.783208], [35.003987, 135.78203]]",98,"['Chion-in, 知恩院']",[62]
169,"[35.00485047, 135.78323746]","[[35.005752, 135.783463], [35.005752, 135.782947], [35.005293, 135.783463], [35.005293, 135.782947]]",122,"['Chion-in, 知恩院']",[62]
170,"[35.0047891, 135.78372715]","[[35.005722, 135.784568], [35.005722, 135.783173], [35.0038, 135.784568], [35.0038, 135.783173]]",180,"['Chion-in, 知恩院']",[62]
171,"[35.00637727, 135.78205925]","[[35.006729, 135.782744], [35.006729, 135.781574], [35.005745, 135.782744], [35.005745, 135.781574]]",150,"['Chion-in, 知恩院']",[62]
172,"[35.00547968, 135.78153126]","[[35.005813, 135.78196], [35.005813, 135.781683], [35.005428, 135.78196], [35.005428, 135.781683]]",151,"['Chion-in, 知恩院']",[62]
173,"[35.00484317, 135.78137092]","[[35.005534, 135.781901], [35.005534, 135.780186], [35.004316, 135.781901], [35.004316, 135.780186]]",131,"['Chion-in, 知恩院']",[62]
174,"[35.00469003, 135.78188902]","[[35.004774, 135.782003], [35.004774, 135.781794], [35.004158, 135.782003], [35.004158, 135.781794]]",9,"['Chion-in, 知恩院']",[62]
175,"[35.00735816, 135.78359956]","[[35.0081, 135.784664], [35.0081, 135.782089], [35.006506, 135.784664], [35.006506, 135.782089]]",333,"['Shōren-in, 青蓮院']",[61]
176,"[35.00778799, 135.78274403]","[[35.008033, 135.782858], [35.008033, 135.78265], [35.007887, 135.782858], [35.007887, 135.78265]]",6,"['Shōren-in, 青蓮院']",[61]
177,"[35.00568437, 135.77776824]","[[35.005938, 135.778], [35.005938, 135.777298], [35.005182, 135.778], [35.005182, 135.777298]]",35,[],[]
178,"[35.00657509, 135.7777311]","[[35.006667, 135.777833], [35.006667, 135.777666], [35.006419, 135.777833], [35.006419, 135.777666]]",5,[],[]
179,"[35.00754483, 135.77789899]","[[35.00842, 135.778312], [35.00842, 135.777305], [35.006936, 135.778312], [35.006936, 135.777305]]",32,[],[]
180,"[35.00705968, 135.77863547]","[[35.007255, 135.779122], [35.007255, 135.778166], [35.006666, 135.779122], [35.006666, 135.778166]]",22,[],[]
181,"[35.00675195, 135.77526397]","[[35.007222, 135.775875], [35.007222, 135.774879], [35.006, 135.775875], [35.006, 135.774879]]",84,[],[]
182,"[35.00649348, 135.77686656]","[[35.006886, 135.777386], [35.006886, 135.77628], [35.006452, 135.777386], [35.006452, 135.77628]]",23,[],[]
183,"[35.00658396, 135.77625247]","[[35.006666, 135.776244], [35.006666, 135.775975], [35.006505, 135.776244], [35.006505, 135.775975]]",4,[],[]
184,"[35.00661191, 135.7795137]","[[35.006697, 135.780097], [35.006697, 135.779405], [35.006518, 135.780097], [35.006518, 135.779405]]",5,[],[]
185,"[35.00660672, 135.78041702]","[[35.006636, 135.780991], [35.006636, 135.780372], [35.006378, 135.780991], [35.006378, 135.780372]]",5,[],[]
186,"[35.00345638, 135.77851328]","[[35.00469, 135.779244], [35.00469, 135.777904], [35.002494, 135.779244], [35.002494, 135.777904]]",613,"['Yasaka Shrine, 八坂神社']",[64]
187,"[35.01077539, 135.76303216]","[[35.010833, 135.763304], [35.010833, 135.763], [35.010637, 135.763304], [35.010637, 135.763]]",5,[],[]
188,"[35.01017988, 135.76384136]","[[35.010525, 135.764221], [35.010525, 135.763418], [35.009786, 135.764221], [35.009786, 135.763418]]",454,"['Kawaramachi Street, 河原町']",[88]
189,"[35.0035633, 135.78058044]","[[35.004402, 135.781402], [35.004402, 135.77992], [35.002455, 135.781402], [35.002455, 135.77992]]",255,"['Maruyama Park, 円山公園', 'Yasaka Shrine, 八坂神社']","[63, 64]"
190,"[35.00307121, 135.76851863]","[[35.003055, 135.7686], [35.003055, 135.76825], [35.002983, 135.7686], [35.002983, 135.76825]]",3,"['Kawaramachi Street, 河原町']",[88]
191,"[35.0050214, 135.76364982]","[[35.005777, 135.764582], [35.005777, 135.762833], [35.003847, 135.764582], [35.003847, 135.762833]]",183,"['Kawaramachi Street, 河原町']",[88]
192,"[35.01118326, 135.76426414]","[[35.011358, 135.764724], [35.011358, 135.763666], [35.010666, 135.764724], [35.010666, 135.763666]]",18,[],[]
193,"[35.0009617, 135.77382516]","[[35.001392, 135.774023], [35.001392, 135.773334], [35.00121, 135.774023], [35.00121, 135.773334]]",4,"['Kenninji Temple, 建仁寺']",[71]
194,"[35.00076719, 135.77400186]","[[35.0013, 135.774902], [35.0013, 135.77318], [35.000011, 135.774902], [35.000011, 135.77318]]",132,"['Kenninji Temple, 建仁寺']",[71]
195,"[34.9997025, 135.77364568]","[[35.000261, 135.773911], [35.000261, 135.773094], [34.999294, 135.773911], [34.999294, 135.773094]]",188,"['Kenninji Temple, 建仁寺']",[71]
196,"[35.00151266, 135.77031819]","[[35.001526, 135.770416], [35.001526, 135.770072], [35.001175, 135.770416], [35.001175, 135.770072]]",5,[],[]
197,"[35.00272462, 135.77016665]","[[35.003214, 135.771001], [35.003214, 135.769987], [35.002167, 135.771001], [35.002167, 135.769987]]",28,"['Kawaramachi Street, 河原町']",[88]
198,"[35.00228448, 135.77017511]","[[35.002072, 135.770538], [35.002072, 135.769666], [35.001833, 135.770538], [35.001833, 135.769666]]",7,[],[]
199,"[35.00389832, 135.77304249]","[[35.004666, 135.773334], [35.004666, 135.772666], [35.003266, 135.773334], [35.003266, 135.772666]]",32,"['Gion, 祇園']",[72]
200,"[35.00374524, 135.77241733]","[[35.004333, 135.773], [35.004333, 135.77224], [35.0035, 135.773], [35.0035, 135.77224]]",80,"['Gion, 祇園']",[72]
201,"[35.00095416, 135.77214421]","[[35.001333, 135.772667], [35.001333, 135.771789], [35.000667, 135.772667], [35.000667, 135.771789]]",48,[],[]
202,"[35.00265219, 135.77331628]","[[35.003155, 135.773741], [35.003155, 135.772847], [35.0025, 135.773741], [35.0025, 135.772847]]",44,"['Gion, 祇園']",[72]
203,"[35.00300378, 135.77286566]","[[35.003078, 135.772872], [35.003078, 135.772304], [35.002722, 135.772872], [35.002722, 135.772304]]",6,"['Gion, 祇園']",[72]
204,"[35.00195062, 135.77195151]","[[35.002334, 135.772], [35.002334, 135.771499], [35.001333, 135.772], [35.001333, 135.771499]]",18,[],[]
205,"[35.00280069, 135.77099338]","[[35.003, 135.771333], [35.003, 135.771], [35.002166, 135.771333], [35.002166, 135.771]]",64,"['Kawaramachi Street, 河原町']",[88]
206,"[35.00277065, 135.7717119]","[[35.003003, 135.772125], [35.003003, 135.771663], [35.002638, 135.772125], [35.002638, 135.771663]]",5,"['Gion, 祇園']",[72]
207,"[35.00493265, 135.76258124]","[[35.005393, 135.762725], [35.005393, 135.761958], [35.004339, 135.762725], [35.004339, 135.761958]]",145,"['Kawaramachi Street, 河原町']",[88]
208,"[35.00371478, 135.7629062]","[[35.003667, 135.763333], [35.003667, 135.762847], [35.003655, 135.763333], [35.003655, 135.762847]]",3,"['Kawaramachi Street, 河原町']",[88]
209,"[35.00371183, 135.76216911]","[[35.004246, 135.7625], [35.004246, 135.76165], [35.003166, 135.7625], [35.003166, 135.76165]]",58,"['Kawaramachi Street, 河原町']",[88]
210,"[35.00499583, 135.76719272]","[[35.0056, 135.768167], [35.0056, 135.766607], [35.004277, 135.768167], [35.004277, 135.766607]]",281,"['Kawaramachi Street, 河原町']",[88]
211,"[35.00370624, 135.76407932]","[[35.004057, 135.764297], [35.004057, 135.764], [35.00335, 135.764297], [35.00335, 135.764]]",5,"['Kawaramachi Street, 河原町']",[88]
212,"[35.00370436, 135.76482095]","[[35.004213, 135.765383], [35.004213, 135.764408], [35.003565, 135.765383], [35.003565, 135.764408]]",23,"['Kawaramachi Street, 河原町']",[88]
213,"[35.00264508, 135.76676894]","[[35.003196, 135.766983], [35.003196, 135.766166], [35.001737, 135.766983], [35.001737, 135.766166]]",52,"['Kawaramachi Street, 河原町']",[88]
214,"[35.00392086, 135.76690253]","[[35.004339, 135.767727], [35.004339, 135.766207], [35.003108, 135.767727], [35.003108, 135.766207]]",94,"['Kawaramachi Street, 河原町']",[88]
215,"[35.00376745, 135.76619698]","[[35.004268, 135.766189], [35.004268, 135.765522], [35.003666, 135.766189], [35.003666, 135.765522]]",19,"['Kawaramachi Street, 河原町']",[88]
216,"[35.005036, 135.76611379]","[[35.005385, 135.7665], [35.005385, 135.76553], [35.004669, 135.7665], [35.004669, 135.76553]]",122,"['Kawaramachi Street, 河原町']",[88]
217,"[35.00505098, 135.76531747]","[[35.005352, 135.765502], [35.005352, 135.764666], [35.004479, 135.765502], [35.004479, 135.764666]]",60,"['Kawaramachi Street, 河原町']",[88]
218,"[35.00917056, 135.77379826]","[[35.009374, 135.774108], [35.009374, 135.773353], [35.009049, 135.774108], [35.009049, 135.773353]]",20,[],[]
219,"[35.00920554, 135.77299312]","[[35.009611, 135.77312], [35.009611, 135.772888], [35.009055, 135.77312], [35.009055, 135.772888]]",36,[],[]
220,"[35.01394509, 135.77212108]","[[35.014, 135.772594], [35.014, 135.771961], [35.013684, 135.772594], [35.013684, 135.771961]]",4,[],[]
221,"[35.01324651, 135.77240719]","[[35.013273, 135.77258], [35.013273, 135.772304], [35.013214, 135.77258], [35.013214, 135.772304]]",10,[],[]
222,"[35.00878538, 135.76913206]","[[35.0095, 135.769666], [35.0095, 135.768522], [35.008012, 135.769666], [35.008012, 135.768522]]",192,"['Kawaramachi Street, 河原町']",[88]
223,"[35.00010873, 135.77749198]","[[35.00049, 135.77784], [35.00049, 135.777111], [34.999991, 135.77784], [34.999991, 135.777111]]",21,[],[]
224,"[35.00563676, 135.77447905]","[[35.006378, 135.775138], [35.006378, 135.773672], [35.00468, 135.775138], [35.00468, 135.773672]]",193,[],[]
225,"[35.00577572, 135.77360575]","[[35.006659, 135.773861], [35.006659, 135.773166], [35.005997, 135.773861], [35.005997, 135.773166]]",7,[],[]
226,"[35.00535774, 135.77301873]","[[35.005986, 135.772844], [35.005986, 135.77233], [35.005182, 135.772844], [35.005182, 135.77233]]",18,[],[]
227,"[35.00537741, 135.77326907]","[[35.005858, 135.773794], [35.005858, 135.77268], [35.00469, 135.773794], [35.00469, 135.77268]]",173,[],[]
228,"[35.00596547, 135.77212277]","[[35.006378, 135.772485], [35.006378, 135.772132], [35.005932, 135.772485], [35.005932, 135.772132]]",113,[],[]
229,"[35.00665833, 135.77222685]","[[35.006833, 135.772833], [35.006833, 135.772122], [35.006588, 135.772833], [35.006588, 135.772122]]",6,[],[]
230,"[35.0060206, 135.77281078]","[[35.006466, 135.772794], [35.006466, 135.772702], [35.006038, 135.772794], [35.006038, 135.772702]]",3,[],[]
231,"[35.00624983, 135.76538506]","[[35.006588, 135.765609], [35.006588, 135.765328], [35.006219, 135.765609], [35.006219, 135.765328]]",299,"['Kawaramachi Street, 河原町']",[88]
232,"[35.00391481, 135.77132304]","[[35.004655, 135.772297], [35.004655, 135.770092], [35.003038, 135.772297], [35.003038, 135.770092]]",351,"['Gion, 祇園', 'Kawaramachi Street, 河原町']","[72, 88]"
233,"[35.00600049, 135.76641467]","[[35.006595, 135.766364], [35.006595, 135.765798], [35.005885, 135.766364], [35.005885, 135.765798]]",29,"['Kawaramachi Street, 河原町']",[88]
234,"[35.00588242, 135.76709519]","[[35.006237, 135.767666], [35.006237, 135.7665], [35.005488, 135.767666], [35.005488, 135.7665]]",148,"['Kawaramachi Street, 河原町']",[88]
235,"[35.00589205, 135.7681245]","[[35.006333, 135.768666], [35.006333, 135.767666], [35.005315, 135.768666], [35.005315, 135.767666]]",48,"['Kawaramachi Street, 河原町']",[88]
236,"[35.00490835, 135.77182077]","[[35.005333, 135.77239], [35.005333, 135.771789], [35.004666, 135.77239], [35.004666, 135.771789]]",39,"['Gion, 祇園']",[72]
237,"[35.00776713, 135.77214313]","[[35.007852, 135.772683], [35.007852, 135.772125], [35.007586, 135.772683], [35.007586, 135.772125]]",5,[],[]
238,"[35.00840331, 135.77223364]","[[35.008447, 135.772652], [35.008447, 135.772165], [35.007915, 135.772652], [35.007915, 135.772165]]",6,[],[]
239,"[35.00455007, 135.76847627]","[[35.005, 135.768666], [35.005, 135.768161], [35.004144, 135.768666], [35.004144, 135.768161]]",29,"['Kawaramachi Street, 河原町']",[88]
240,"[35.003917, 135.76810348]","[[35.004022, 135.768166], [35.004022, 135.767669], [35.003479, 135.768166], [35.003479, 135.767669]]",20,"['Kawaramachi Street, 河原町']",[88]
241,"[35.0063529, 135.76929157]","[[35.006518, 135.769364], [35.006518, 135.769042], [35.006333, 135.769364], [35.006333, 135.769042]]",5,"['Kawaramachi Street, 河原町']",[88]
242,"[35.00581177, 135.76900088]","[[35.006333, 135.7695], [35.006333, 135.768785], [35.005236, 135.7695], [35.005236, 135.768785]]",44,"['Kawaramachi Street, 河原町']",[88]
243,"[35.00525626, 135.76918635]","[[35.005297, 135.769369], [35.005297, 135.768892], [35.004787, 135.769369], [35.004787, 135.768892]]",9,"['Kawaramachi Street, 河原町']",[88]
244,"[35.00463979, 135.77047293]","[[35.004962, 135.770525], [35.004962, 135.769815], [35.004271, 135.770525], [35.004271, 135.769815]]",121,"['Kawaramachi Street, 河原町']",[88]
245,"[35.00655686, 135.77039878]","[[35.007221, 135.771], [35.007221, 135.769666], [35.005972, 135.771], [35.005972, 135.769666]]",104,"['Kawaramachi Street, 河原町']",[88]
246,"[35.00514857, 135.77115423]","[[35.005288, 135.77169], [35.005288, 135.770552], [35.004571, 135.77169], [35.004571, 135.770552]]",57,"['Kawaramachi Street, 河原町']",[88]
247,"[35.00462759, 135.77114962]","[[35.004716, 135.771719], [35.004716, 135.770585], [35.004481, 135.771719], [35.004481, 135.770585]]",4,"['Kawaramachi Street, 河原町']",[88]
248,"[35.00573581, 135.77108857]","[[35.006358, 135.772004], [35.006358, 135.770496], [35.005138, 135.772004], [35.005138, 135.770496]]",337,"['Kawaramachi Street, 河原町']",[88]
249,"[35.00598544, 135.77057655]","[[35.005956, 135.770488], [35.005956, 135.76982], [35.005397, 135.770488], [35.005397, 135.76982]]",7,"['Kawaramachi Street, 河原町']",[88]
250,"[35.00805458, 135.77031337]","[[35.007833, 135.7705], [35.007833, 135.770333], [35.007666, 135.7705], [35.007666, 135.770333]]",4,"['Kawaramachi Street, 河原町']",[88]
251,"[35.00715979, 135.76957889]","[[35.007643, 135.770051], [35.007643, 135.7693], [35.006659, 135.770051], [35.006659, 135.7693]]",60,"['Kawaramachi Street, 河原町']",[88]
252,"[35.00768378, 135.7679418]","[[35.007722, 135.767944], [35.007722, 135.767833], [35.007664, 135.767944], [35.007664, 135.767833]]",5,"['Kawaramachi Street, 河原町']",[88]
253,"[35.00754298, 135.7690033]","[[35.007665, 135.769585], [35.007665, 135.769042], [35.007081, 135.769585], [35.007081, 135.769042]]",14,"['Kawaramachi Street, 河原町']",[88]
254,"[35.00753463, 135.76854313]","[[35.007854, 135.769096], [35.007854, 135.767953], [35.006966, 135.769096], [35.006966, 135.767953]]",35,"['Kawaramachi Street, 河原町']",[88]
255,"[35.0091072, 135.77217064]","[[35.009666, 135.772616], [35.009666, 135.772143], [35.008444, 135.772616], [35.008444, 135.772143]]",20,[],[]
256,"[35.00864224, 135.77147206]","[[35.009013, 135.771854], [35.009013, 135.771188], [35.008138, 135.771854], [35.008138, 135.771188]]",15,"['Kawaramachi Street, 河原町']",[88]
257,"[35.00905349, 135.77167592]","[[35.009297, 135.772261], [35.009297, 135.77196], [35.008866, 135.772261], [35.008866, 135.77196]]",46,[],[]
258,"[35.00906238, 135.77123891]","[[35.009833, 135.771833], [35.009833, 135.770935], [35.0085, 135.771833], [35.0085, 135.770935]]",168,"['Kawaramachi Street, 河原町']",[88]
259,"[35.00681383, 135.7710785]","[[35.006919, 135.77136], [35.006919, 135.771022], [35.006666, 135.77136], [35.006666, 135.771022]]",42,"['Kawaramachi Street, 河原町']",[88]
260,"[35.00761629, 135.77109535]","[[35.008256, 135.771617], [35.008256, 135.770437], [35.007, 135.771617], [35.007, 135.770437]]",151,"['Kawaramachi Street, 河原町']",[88]
261,"[35.0082754, 135.7675216]","[[35.008166, 135.767841], [35.008166, 135.7675], [35.007783, 135.767841], [35.007783, 135.7675]]",5,"['Kawaramachi Street, 河原町']",[88]
262,"[35.00869909, 135.76781471]","[[35.00926, 135.768333], [35.00926, 135.767519], [35.008152, 135.768333], [35.008152, 135.767519]]",54,"['Kawaramachi Street, 河原町']",[88]
263,"[35.00856255, 135.76647499]","[[35.008991, 135.766436], [35.008991, 135.765867], [35.008487, 135.766436], [35.008487, 135.765867]]",25,"['Kawaramachi Street, 河原町']",[88]
264,"[35.00851131, 135.76699431]","[[35.009102, 135.767513], [35.009102, 135.7665], [35.008, 135.767513], [35.008, 135.7665]]",104,"['Kawaramachi Street, 河原町']",[88]
265,"[35.00894623, 135.76705336]","[[35.009471, 135.767493], [35.009471, 135.766517], [35.008985, 135.767493], [35.008985, 135.766517]]",14,"['Kawaramachi Street, 河原町']",[88]
266,"[35.0108504, 135.76552099]","[[35.011472, 135.766052], [35.011472, 135.764964], [35.010596, 135.766052], [35.010596, 135.764964]]",64,[],[]
267,"[35.01166114, 135.76805115]","[[35.011839, 135.768141], [35.011839, 135.768], [35.011119, 135.768141], [35.011119, 135.768]]",511,[],[]
268,"[35.01102764, 135.76738597]","[[35.011549, 135.767977], [35.011549, 135.766639], [35.0105, 135.767977], [35.0105, 135.766639]]",167,[],[]
269,"[35.01040853, 135.76720533]","[[35.01043, 135.767333], [35.01043, 135.76715], [35.009913, 135.767333], [35.009913, 135.76715]]",23,"['Kawaramachi Street, 河原町']",[88]
270,"[35.00732902, 135.76731402]","[[35.007839, 135.767862], [35.007839, 135.7665], [35.006833, 135.767862], [35.006833, 135.7665]]",58,"['Kawaramachi Street, 河原町']",[88]
271,"[35.00700437, 135.76688151]","[[35.006909, 135.767205], [35.006909, 135.766333], [35.006562, 135.767205], [35.006562, 135.766333]]",7,"['Kawaramachi Street, 河原町']",[88]
